incident_id,timestamp,stadium_id,zone_id,incident_type,severity,description,reported_by,ai_detected,ai_confidence,assigned_team,response_time_minutes,resolution_time_minutes,status
757,2026-04-07T14:44:00,1,16,Facility,Medium,HVAC failure in West box,Sensor Node AI,False,0.0,Crowd Control Team 1,14,62,Assigned
758,2026-04-03T14:32:00,2,17,Security,Medium,Tailgating at outer perimeter,Sensor Node AI,False,0.0,Security Patrol Beta,16,22,Assigned
759,2026-04-07T18:17:00,2,30,Fire,Low,Smoke detected near food court kitchen,Gate Supervisor,False,0.0,Crowd Control Team 1,27,88,Closed
760,2026-04-08T08:00:00,1,4,Fire,High,Trash bin smoldering,Steward #1402,False,0.0,Security Patrol Beta,9,54,Closed
761,2026-04-07T07:52:00,1,8,Medical,Medium,Visitor complaining of chest pain,CCTV Video Analytics,True,0.79,Crowd Control Team 1,22,33,Resolved
762,2026-04-02T20:08:00,1,14,Weather,Low,Reported weather event details logged by staff,Sensor Node AI,True,0.87,Fire Dispatch,17,74,Resolved
763,2026-04-06T06:03:00,2,19,Ticket Fraud,Medium,Reported ticket fraud event details logged by staff,Steward #1402,True,0.98,Maintenance Crew Red,28,40,Reported
764,2026-04-01T18:11:00,3,33,Facility,Medium,HVAC failure in West box,Spectator App,True,0.77,First Aid Squad A,15,117,Responding
765,2026-04-06T03:19:00,1,13,Ticket Fraud,Low,Reported ticket fraud event details logged by staff,Sensor Node AI,True,0.96,Security Patrol Beta,28,23,Verified
766,2026-04-05T19:52:00,1,16,Security,Critical,Unauthorized restricted zone access,Spectator App,True,0.76,Crowd Control Team 1,8,45,Reported
767,2026-04-05T16:17:00,1,5,Missing Person,Low,Reported missing person event details logged by staff,CCTV Video Analytics,False,0.0,Maintenance Crew Red,13,93,Reported
768,2026-04-06T16:03:00,3,35,Ticket Fraud,Low,Reported ticket fraud event details logged by staff,Spectator App,True,0.85,Security Patrol Beta,14,46,Responding
769,2026-04-05T01:24:00,2,22,Suspicious Activity,Low,Reported suspicious activity event details logged by staff,Steward #1402,False,0.0,Maintenance Crew Red,27,67,Assigned
770,2026-04-04T11:09:00,1,9,Weather,Low,Reported weather event details logged by staff,Gate Supervisor,False,0.0,First Aid Squad A,19,28,Resolved
771,2026-04-02T05:39:00,2,20,Ticket Fraud,Medium,Reported ticket fraud event details logged by staff,Steward #1402,False,0.0,Crowd Control Team 1,23,57,Reported
772,2026-04-02T18:55:00,1,15,Security,Low,Verbal alteration between fans,Sensor Node AI,False,0.0,Maintenance Crew Red,16,61,Verified
773,2026-04-08T09:40:00,3,34,Facility,Low,HVAC failure in West box,Gate Supervisor,True,0.88,First Aid Squad A,7,116,Assigned
774,2026-04-06T22:44:00,2,22,Crowd,Low,Slow moving crowd blockages,CCTV Video Analytics,False,0.0,Maintenance Crew Red,6,68,Responding
775,2026-04-07T04:13:00,3,40,Medical,Low,Minor cuts and bruises,Spectator App,True,0.75,Maintenance Crew Red,5,34,Resolved
776,2026-04-07T18:43:00,1,9,Missing Person,High,Reported missing person event details logged by staff,Gate Supervisor,False,0.0,Crowd Control Team 1,9,103,Responding
777,2026-04-05T14:31:00,2,19,Fire,Critical,Trash bin smoldering,Steward #1402,True,0.97,Guest Services Team,9,34,Monitoring
778,2026-04-06T04:34:00,2,27,Facility,Critical,Escalator 2 stopped operating,Gate Supervisor,True,0.97,First Aid Squad A,9,22,Responding
779,2026-04-03T00:45:00,1,16,Fire,High,Smoke detected near food court kitchen,Gate Supervisor,True,0.78,Guest Services Team,5,22,Monitoring
780,2026-04-03T05:13:00,1,1,Security,Low,Unruly fan behavior reported,Gate Supervisor,False,0.0,Fire Dispatch,20,113,Verified
781,2026-04-04T17:20:00,3,40,Crowd,Low,Congestion near turnstiles,Gate Supervisor,True,0.92,Guest Services Team,24,94,Monitoring
782,2026-04-02T04:12:00,3,36,Facility,Low,Floodlight panel flickering,Steward #1402,False,0.0,First Aid Squad A,29,21,Resolved
783,2026-04-01T14:02:00,3,34,Facility,Low,Floodlight panel flickering,Spectator App,True,0.89,Maintenance Crew Red,7,50,Verified
784,2026-04-01T15:04:00,2,26,Fire,Medium,Trash bin smoldering,Sensor Node AI,False,0.0,Crowd Control Team 1,29,60,Assigned
785,2026-04-03T03:36:00,2,22,Missing Person,Medium,Reported missing person event details logged by staff,Steward #1402,True,0.95,First Aid Squad A,12,42,Responding
786,2026-04-02T06:57:00,2,29,Suspicious Activity,Low,Reported suspicious activity event details logged by staff,Spectator App,True,0.86,Guest Services Team,22,84,Responding
787,2026-04-02T18:26:00,2,20,Missing Person,Critical,Reported missing person event details logged by staff,Sensor Node AI,True,0.96,Crowd Control Team 1,10,10,Assigned
788,2026-04-04T21:31:00,1,5,Missing Person,Critical,Reported missing person event details logged by staff,CCTV Video Analytics,True,0.73,Maintenance Crew Red,7,11,Assigned
789,2026-04-08T02:56:00,2,28,Facility,Low,Water pipe leak in washroom B,Sensor Node AI,True,0.94,Guest Services Team,24,25,Assigned
790,2026-04-02T05:53:00,2,27,Missing Person,Low,Reported missing person event details logged by staff,Spectator App,True,0.86,Security Patrol Beta,10,49,Assigned
791,2026-04-07T04:35:00,3,31,Medical,Low,Sprained ankle on steps,CCTV Video Analytics,False,0.0,Crowd Control Team 1,15,46,Responding
792,2026-04-04T22:06:00,1,5,Security,Low,Verbal alteration between fans,Spectator App,False,0.0,Fire Dispatch,29,50,Responding
793,2026-04-02T00:57:00,3,34,Missing Person,Low,Reported missing person event details logged by staff,Spectator App,False,0.0,Maintenance Crew Red,23,64,Responding
794,2026-04-02T16:29:00,3,32,Suspicious Activity,Low,Reported suspicious activity event details logged by staff,Gate Supervisor,True,0.7,Maintenance Crew Red,17,19,Reported
795,2026-04-03T12:42:00,2,24,Weather,Low,Reported weather event details logged by staff,Gate Supervisor,False,0.0,Fire Dispatch,27,57,Verified
796,2026-04-08T04:59:00,1,12,Fire,High,Heat alarm triggered in generator room,Sensor Node AI,True,0.88,Guest Services Team,4,99,Reported
797,2026-04-02T23:36:00,1,13,Suspicious Activity,Low,Reported suspicious activity event details logged by staff,Steward #1402,False,0.0,Crowd Control Team 1,26,120,Responding
798,2026-04-03T03:51:00,2,24,Medical,Low,Sprained ankle on steps,Gate Supervisor,False,0.0,Guest Services Team,29,38,Responding
799,2026-04-08T04:26:00,2,25,Weather,Medium,Reported weather event details logged by staff,Spectator App,True,0.74,Crowd Control Team 1,28,57,Assigned
800,2026-04-02T06:18:00,2,22,Missing Person,Low,Reported missing person event details logged by staff,Spectator App,False,0.0,First Aid Squad A,21,81,Responding
801,2026-04-07T20:38:00,1,7,Facility,Critical,Escalator 2 stopped operating,Sensor Node AI,False,0.0,Maintenance Crew Red,2,36,Monitoring
802,2026-04-03T05:34:00,3,33,Fire,Low,Heat alarm triggered in generator room,Sensor Node AI,False,0.0,Crowd Control Team 1,26,18,Verified
803,2026-04-02T00:16:00,2,19,Ticket Fraud,High,Reported ticket fraud event details logged by staff,Steward #1402,True,0.92,Fire Dispatch,7,79,Closed
804,2026-04-04T15:09:00,1,13,Ticket Fraud,Low,Reported ticket fraud event details logged by staff,CCTV Video Analytics,False,0.0,Guest Services Team,13,69,Resolved
805,2026-04-06T15:07:00,2,18,Medical,Low,Minor cuts and bruises,Gate Supervisor,False,0.0,Fire Dispatch,16,36,Assigned
806,2026-04-04T20:01:00,3,34,Facility,High,HVAC failure in West box,Gate Supervisor,True,0.72,Security Patrol Beta,8,101,Assigned
807,2026-04-05T22:31:00,1,1,Suspicious Activity,Low,Reported suspicious activity event details logged by staff,Spectator App,True,0.91,Maintenance Crew Red,29,119,Verified
808,2026-04-02T04:33:00,1,13,Medical,Low,Minor cuts and bruises,CCTV Video Analytics,True,0.8,Security Patrol Beta,8,119,Monitoring
809,2026-04-06T06:27:00,1,5,Facility,Low,HVAC failure in West box,Spectator App,True,0.85,Fire Dispatch,27,108,Reported
810,2026-04-05T17:44:00,2,28,Weather,Low,Reported weather event details logged by staff,Spectator App,False,0.0,Guest Services Team,16,92,Reported
811,2026-04-06T11:01:00,2,18,Medical,Low,Sprained ankle on steps,Gate Supervisor,True,0.73,Fire Dispatch,12,42,Monitoring
812,2026-04-04T07:32:00,1,10,Missing Person,Low,Reported missing person event details logged by staff,Steward #1402,True,0.97,Security Patrol Beta,7,63,Monitoring
813,2026-04-07T13:10:00,2,28,Facility,Medium,Water pipe leak in washroom B,CCTV Video Analytics,False,0.0,Maintenance Crew Red,15,23,Resolved
814,2026-04-03T15:29:00,3,34,Suspicious Activity,Low,Reported suspicious activity event details logged by staff,Steward #1402,True,0.8,Maintenance Crew Red,30,25,Verified
815,2026-04-05T22:11:00,2,23,Missing Person,Low,Reported missing person event details logged by staff,Sensor Node AI,True,0.87,Crowd Control Team 1,11,26,Monitoring
816,2026-04-04T17:22:00,2,19,Weather,Low,Reported weather event details logged by staff,Gate Supervisor,True,0.84,Maintenance Crew Red,10,71,Verified
817,2026-04-03T07:31:00,1,16,Fire,Low,Trash bin smoldering,Steward #1402,True,0.94,First Aid Squad A,26,45,Resolved
818,2026-04-07T11:43:00,3,39,Security,Low,Verbal alteration between fans,Steward #1402,False,0.0,Crowd Control Team 1,6,84,Verified
819,2026-04-06T22:34:00,2,22,Fire,Critical,Heat alarm triggered in generator room,Spectator App,False,0.0,Security Patrol Beta,9,33,Resolved
820,2026-04-04T14:35:00,1,6,Crowd,Medium,Slow moving crowd blockages,Sensor Node AI,False,0.0,Fire Dispatch,21,60,Assigned
821,2026-04-07T16:44:00,1,16,Weather,Low,Reported weather event details logged by staff,Gate Supervisor,True,0.89,Crowd Control Team 1,30,30,Resolved
822,2026-04-03T19:50:00,3,39,Security,Low,Unruly fan behavior reported,Sensor Node AI,False,0.0,Security Patrol Beta,29,42,Responding
823,2026-04-03T15:25:00,2,28,Crowd,Low,Gate rush attempts,Spectator App,False,0.0,First Aid Squad A,7,54,Verified
824,2026-04-02T13:39:00,1,1,Facility,High,Water pipe leak in washroom B,Spectator App,True,0.96,Guest Services Team,4,94,Resolved
825,2026-04-01T14:23:00,1,12,Missing Person,Critical,Reported missing person event details logged by staff,Gate Supervisor,True,0.92,First Aid Squad A,9,42,Responding
826,2026-04-05T14:12:00,3,40,Suspicious Activity,Low,Reported suspicious activity event details logged by staff,Sensor Node AI,False,0.0,Maintenance Crew Red,19,56,Responding
827,2026-04-04T14:02:00,3,31,Crowd,Low,Congestion near turnstiles,Gate Supervisor,False,0.0,First Aid Squad A,5,72,Reported
828,2026-04-03T04:55:00,2,25,Medical,Low,Sprained ankle on steps,Gate Supervisor,False,0.0,Security Patrol Beta,6,29,Resolved
829,2026-04-05T22:55:00,2,17,Facility,Medium,HVAC failure in West box,Gate Supervisor,True,0.75,Security Patrol Beta,16,74,Resolved
830,2026-04-04T00:51:00,3,38,Security,Medium,Unruly fan behavior reported,Spectator App,True,0.73,Guest Services Team,28,54,Reported
831,2026-04-03T07:08:00,3,38,Suspicious Activity,Medium,Reported suspicious activity event details logged by staff,Steward #1402,False,0.0,Fire Dispatch,14,99,Resolved
832,2026-04-06T14:25:00,2,24,Fire,Low,Smoke detected near food court kitchen,Gate Supervisor,True,0.85,Crowd Control Team 1,15,47,Closed
833,2026-04-03T00:30:00,1,7,Ticket Fraud,Low,Reported ticket fraud event details logged by staff,Steward #1402,True,0.71,Guest Services Team,10,114,Monitoring
834,2026-04-06T20:20:00,1,7,Ticket Fraud,Low,Reported ticket fraud event details logged by staff,Spectator App,False,0.0,First Aid Squad A,13,82,Responding
835,2026-04-05T19:51:00,3,39,Facility,High,Escalator 2 stopped operating,CCTV Video Analytics,True,0.97,Fire Dispatch,10,48,Reported
836,2026-04-07T13:29:00,1,8,Suspicious Activity,Medium,Reported suspicious activity event details logged by staff,Steward #1402,False,0.0,First Aid Squad A,10,58,Reported
837,2026-04-04T12:38:00,1,9,Security,Medium,Unruly fan behavior reported,CCTV Video Analytics,False,0.0,Maintenance Crew Red,5,42,Assigned
838,2026-04-07T02:37:00,3,40,Security,Low,Unauthorized restricted zone access,CCTV Video Analytics,True,0.85,Guest Services Team,30,37,Assigned
839,2026-04-07T13:59:00,1,9,Weather,Low,Reported weather event details logged by staff,Gate Supervisor,False,0.0,Security Patrol Beta,9,77,Reported
840,2026-04-05T13:41:00,3,36,Medical,Critical,Sprained ankle on steps,Gate Supervisor,False,0.0,Crowd Control Team 1,8,19,Reported
841,2026-04-06T21:53:00,2,22,Crowd,Low,Congestion near turnstiles,Sensor Node AI,True,0.97,Guest Services Team,14,99,Closed
842,2026-04-04T11:43:00,3,33,Missing Person,Critical,Reported missing person event details logged by staff,Spectator App,True,0.98,Security Patrol Beta,3,38,Assigned
843,2026-04-02T09:40:00,1,9,Suspicious Activity,Medium,Reported suspicious activity event details logged by staff,Sensor Node AI,True,0.8,First Aid Squad A,24,42,Reported
844,2026-04-07T16:02:00,3,32,Crowd,Critical,Slow moving crowd blockages,Spectator App,False,0.0,Guest Services Team,5,11,Assigned
845,2026-04-01T21:45:00,1,4,Crowd,Low,Slow moving crowd blockages,CCTV Video Analytics,True,0.9,Maintenance Crew Red,8,30,Responding
846,2026-04-02T19:51:00,1,11,Crowd,Medium,Stairwell bottlenecks developing,CCTV Video Analytics,False,0.0,Security Patrol Beta,13,42,Verified
847,2026-04-02T11:13:00,2,19,Crowd,High,Congestion near turnstiles,Steward #1402,True,0.92,First Aid Squad A,4,73,Closed
848,2026-04-07T05:44:00,1,11,Weather,Medium,Reported weather event details logged by staff,Gate Supervisor,False,0.0,Guest Services Team,22,84,Verified
849,2026-04-04T21:54:00,1,1,Medical,Low,Sprained ankle on steps,Steward #1402,True,0.86,First Aid Squad A,11,105,Monitoring
850,2026-04-07T01:25:00,1,14,Crowd,Critical,Stairwell bottlenecks developing,CCTV Video Analytics,True,0.71,First Aid Squad A,4,35,Assigned
851,2026-04-06T09:31:00,2,19,Ticket Fraud,Low,Reported ticket fraud event details logged by staff,Sensor Node AI,True,0.88,Crowd Control Team 1,19,99,Responding
852,2026-04-05T06:58:00,3,40,Crowd,Low,Slow moving crowd blockages,Sensor Node AI,True,0.72,Maintenance Crew Red,18,75,Assigned
853,2026-04-06T05:42:00,2,26,Medical,Low,Sprained ankle on steps,CCTV Video Analytics,False,0.0,First Aid Squad A,9,57,Verified
854,2026-04-04T21:26:00,3,34,Suspicious Activity,Low,Reported suspicious activity event details logged by staff,Gate Supervisor,True,0.75,Crowd Control Team 1,14,93,Assigned
855,2026-04-01T12:26:00,2,24,Medical,Low,Dehydration in stand,Sensor Node AI,True,0.9,Fire Dispatch,5,38,Reported
856,2026-04-07T08:24:00,1,4,Facility,Low,Escalator 2 stopped operating,Spectator App,False,0.0,Maintenance Crew Red,22,21,Verified
857,2026-04-03T05:36:00,1,16,Weather,Low,Reported weather event details logged by staff,Spectator App,True,0.76,Guest Services Team,19,107,Assigned
858,2026-04-06T16:53:00,2,27,Ticket Fraud,Medium,Reported ticket fraud event details logged by staff,Steward #1402,True,0.88,Crowd Control Team 1,22,101,Verified
859,2026-04-08T01:26:00,1,4,Crowd,Low,Slow moving crowd blockages,Sensor Node AI,False,0.0,Fire Dispatch,29,38,Monitoring
860,2026-04-08T05:51:00,3,33,Fire,Low,Smoke detected near food court kitchen,Gate Supervisor,False,0.0,Guest Services Team,16,83,Monitoring
861,2026-04-03T05:52:00,1,16,Medical,Low,Visitor complaining of chest pain,Steward #1402,False,0.0,Fire Dispatch,26,105,Monitoring
862,2026-04-02T14:42:00,1,14,Medical,Low,Dehydration in stand,Gate Supervisor,True,0.89,Security Patrol Beta,16,40,Reported
863,2026-04-08T09:19:00,1,2,Medical,Low,Minor cuts and bruises,Sensor Node AI,True,0.82,Fire Dispatch,11,35,Verified
864,2026-04-04T13:18:00,2,24,Ticket Fraud,High,Reported ticket fraud event details logged by staff,CCTV Video Analytics,False,0.0,Maintenance Crew Red,4,45,Closed
865,2026-04-08T03:41:00,1,12,Missing Person,Medium,Reported missing person event details logged by staff,Gate Supervisor,True,0.85,Fire Dispatch,5,73,Closed
866,2026-04-05T05:41:00,1,16,Suspicious Activity,Medium,Reported suspicious activity event details logged by staff,Gate Supervisor,False,0.0,First Aid Squad A,27,120,Assigned
867,2026-04-01T18:43:00,1,5,Fire,Medium,Heat alarm triggered in generator room,CCTV Video Analytics,False,0.0,Maintenance Crew Red,27,71,Monitoring
868,2026-04-02T16:27:00,3,40,Facility,Medium,Escalator 2 stopped operating,Steward #1402,False,0.0,Maintenance Crew Red,14,93,Responding
869,2026-04-02T10:02:00,1,11,Missing Person,High,Reported missing person event details logged by staff,CCTV Video Analytics,False,0.0,Fire Dispatch,10,93,Verified
870,2026-04-08T02:03:00,2,19,Fire,Low,Heat alarm triggered in generator room,CCTV Video Analytics,False,0.0,Guest Services Team,25,59,Assigned
871,2026-04-02T15:09:00,3,35,Suspicious Activity,Low,Reported suspicious activity event details logged by staff,CCTV Video Analytics,False,0.0,Guest Services Team,10,106,Assigned
872,2026-04-02T02:29:00,1,3,Weather,Medium,Reported weather event details logged by staff,Steward #1402,True,0.71,Crowd Control Team 1,14,114,Responding
873,2026-04-06T00:04:00,1,15,Ticket Fraud,High,Reported ticket fraud event details logged by staff,Sensor Node AI,False,0.0,Crowd Control Team 1,8,45,Monitoring
874,2026-04-05T19:07:00,2,27,Missing Person,Low,Reported missing person event details logged by staff,Spectator App,False,0.0,Fire Dispatch,23,118,Monitoring
875,2026-04-07T13:49:00,3,34,Fire,Low,Heat alarm triggered in generator room,Sensor Node AI,False,0.0,Crowd Control Team 1,11,94,Closed
876,2026-04-07T03:02:00,2,29,Crowd,Medium,Slow moving crowd blockages,Spectator App,False,0.0,Maintenance Crew Red,23,93,Verified
877,2026-04-07T07:14:00,1,16,Fire,Low,Trash bin smoldering,Spectator App,True,0.88,Fire Dispatch,23,102,Verified
878,2026-04-02T17:20:00,1,3,Fire,Low,Small electrical spark in junction box,Sensor Node AI,False,0.0,Crowd Control Team 1,8,120,Monitoring
879,2026-04-03T00:43:00,1,12,Facility,Medium,Water pipe leak in washroom B,Steward #1402,False,0.0,Guest Services Team,27,98,Assigned
880,2026-04-07T02:31:00,1,2,Weather,Low,Reported weather event details logged by staff,Gate Supervisor,False,0.0,First Aid Squad A,17,40,Responding
881,2026-04-03T12:54:00,1,2,Crowd,Low,Congestion near turnstiles,Steward #1402,False,0.0,Security Patrol Beta,6,80,Assigned
882,2026-04-06T00:16:00,2,28,Missing Person,Medium,Reported missing person event details logged by staff,Steward #1402,False,0.0,Fire Dispatch,18,97,Responding
883,2026-04-03T01:12:00,3,32,Security,Low,Verbal alteration between fans,Spectator App,True,0.79,Maintenance Crew Red,13,117,Reported
884,2026-04-02T16:18:00,3,33,Suspicious Activity,Low,Reported suspicious activity event details logged by staff,CCTV Video Analytics,True,0.93,Maintenance Crew Red,17,48,Closed
885,2026-04-07T16:06:00,2,28,Crowd,Critical,Congestion near turnstiles,Spectator App,False,0.0,Crowd Control Team 1,2,21,Assigned
886,2026-04-06T14:29:00,1,10,Facility,Low,Water pipe leak in washroom B,CCTV Video Analytics,True,0.94,Maintenance Crew Red,25,46,Assigned
887,2026-04-02T04:51:00,2,18,Ticket Fraud,Low,Reported ticket fraud event details logged by staff,Steward #1402,True,0.83,First Aid Squad A,30,85,Reported
888,2026-04-03T19:50:00,2,17,Fire,Critical,Smoke detected near food court kitchen,CCTV Video Analytics,True,0.8,Maintenance Crew Red,3,26,Resolved
889,2026-04-07T13:10:00,3,35,Security,Low,Unruly fan behavior reported,Spectator App,False,0.0,Fire Dispatch,28,16,Assigned
890,2026-04-03T03:54:00,2,27,Facility,High,Floodlight panel flickering,Spectator App,False,0.0,Guest Services Team,2,70,Verified
891,2026-04-07T16:40:00,3,35,Missing Person,Medium,Reported missing person event details logged by staff,Steward #1402,True,0.72,Security Patrol Beta,11,67,Closed
892,2026-04-07T05:42:00,3,31,Missing Person,Low,Reported missing person event details logged by staff,Gate Supervisor,True,0.81,Crowd Control Team 1,29,26,Monitoring
893,2026-04-01T15:30:00,2,26,Fire,Low,Heat alarm triggered in generator room,Spectator App,True,0.8,First Aid Squad A,8,32,Resolved
894,2026-04-07T20:29:00,1,1,Facility,Low,HVAC failure in West box,Steward #1402,True,0.94,Maintenance Crew Red,11,39,Resolved
895,2026-04-07T18:20:00,2,25,Facility,Low,HVAC failure in West box,Gate Supervisor,True,0.83,Guest Services Team,23,24,Closed
896,2026-04-01T13:35:00,1,14,Missing Person,Low,Reported missing person event details logged by staff,Gate Supervisor,False,0.0,Crowd Control Team 1,15,58,Verified
897,2026-04-05T02:01:00,2,27,Security,Medium,Unruly fan behavior reported,Steward #1402,False,0.0,Crowd Control Team 1,20,81,Responding
898,2026-04-03T09:26:00,2,30,Facility,Low,Escalator 2 stopped operating,Spectator App,True,0.97,First Aid Squad A,22,82,Resolved
899,2026-04-06T13:51:00,1,13,Missing Person,High,Reported missing person event details logged by staff,Gate Supervisor,True,0.72,Crowd Control Team 1,6,84,Responding
900,2026-04-01T16:23:00,1,8,Security,Medium,Unruly fan behavior reported,Spectator App,False,0.0,Guest Services Team,14,109,Closed
901,2026-04-02T21:26:00,2,23,Fire,Medium,Heat alarm triggered in generator room,Gate Supervisor,True,0.82,Maintenance Crew Red,23,51,Reported
902,2026-04-06T05:48:00,3,33,Missing Person,Low,Reported missing person event details logged by staff,Spectator App,True,0.73,Crowd Control Team 1,22,108,Closed
903,2026-04-05T06:48:00,1,3,Security,Low,Unauthorized restricted zone access,CCTV Video Analytics,False,0.0,Fire Dispatch,10,59,Monitoring
904,2026-04-07T19:47:00,3,39,Medical,Low,Sprained ankle on steps,Spectator App,True,0.88,Crowd Control Team 1,27,19,Responding
905,2026-04-06T20:58:00,1,10,Facility,Low,Floodlight panel flickering,Sensor Node AI,True,0.93,Maintenance Crew Red,12,29,Responding
906,2026-04-06T14:53:00,2,29,Fire,Low,Trash bin smoldering,CCTV Video Analytics,False,0.0,Security Patrol Beta,10,30,Monitoring
907,2026-04-01T21:39:00,1,8,Security,Low,Unauthorized restricted zone access,CCTV Video Analytics,True,0.81,Guest Services Team,19,23,Closed
908,2026-04-05T14:13:00,1,10,Security,Low,Tailgating at outer perimeter,Gate Supervisor,False,0.0,Fire Dispatch,16,26,Verified
909,2026-04-01T13:02:00,1,5,Suspicious Activity,Low,Reported suspicious activity event details logged by staff,Sensor Node AI,True,0.84,Fire Dispatch,13,107,Responding
910,2026-04-05T00:06:00,3,31,Ticket Fraud,Medium,Reported ticket fraud event details logged by staff,Sensor Node AI,False,0.0,First Aid Squad A,30,81,Monitoring
911,2026-04-01T15:56:00,1,2,Ticket Fraud,Low,Reported ticket fraud event details logged by staff,Steward #1402,False,0.0,Guest Services Team,12,90,Reported
912,2026-04-03T20:30:00,3,33,Suspicious Activity,High,Reported suspicious activity event details logged by staff,Sensor Node AI,False,0.0,Guest Services Team,7,101,Verified
913,2026-04-06T01:46:00,2,18,Suspicious Activity,Low,Reported suspicious activity event details logged by staff,Sensor Node AI,True,0.85,Maintenance Crew Red,24,38,Closed
914,2026-04-04T06:56:00,3,36,Security,Low,Verbal alteration between fans,Spectator App,True,0.8,Fire Dispatch,22,33,Verified
915,2026-04-07T09:18:00,1,5,Security,Medium,Tailgating at outer perimeter,Steward #1402,False,0.0,Fire Dispatch,6,85,Assigned
916,2026-04-03T06:46:00,2,30,Missing Person,Low,Reported missing person event details logged by staff,Sensor Node AI,False,0.0,Maintenance Crew Red,5,91,Verified
917,2026-04-08T08:39:00,1,13,Fire,Low,Small electrical spark in junction box,Spectator App,True,0.85,Maintenance Crew Red,16,15,Resolved
918,2026-04-02T12:37:00,2,30,Missing Person,Low,Reported missing person event details logged by staff,Gate Supervisor,True,0.85,Fire Dispatch,25,27,Resolved
919,2026-04-06T14:34:00,1,8,Facility,Low,Floodlight panel flickering,CCTV Video Analytics,False,0.0,Fire Dispatch,27,78,Monitoring
920,2026-04-03T17:53:00,2,21,Suspicious Activity,High,Reported suspicious activity event details logged by staff,CCTV Video Analytics,True,0.82,Fire Dispatch,2,90,Responding
921,2026-04-05T13:24:00,2,27,Missing Person,Medium,Reported missing person event details logged by staff,Gate Supervisor,True,0.8,Maintenance Crew Red,24,64,Closed
922,2026-04-05T06:25:00,1,9,Facility,Medium,Escalator 2 stopped operating,Spectator App,True,0.91,Fire Dispatch,20,33,Monitoring
923,2026-04-02T08:57:00,1,7,Facility,Low,HVAC failure in West box,Gate Supervisor,False,0.0,Maintenance Crew Red,28,47,Closed
924,2026-04-05T16:12:00,1,13,Crowd,Low,Slow moving crowd blockages,Sensor Node AI,False,0.0,Guest Services Team,14,39,Assigned
925,2026-04-05T17:55:00,1,1,Fire,Medium,Small electrical spark in junction box,CCTV Video Analytics,True,0.77,Crowd Control Team 1,17,115,Assigned
926,2026-04-06T14:26:00,1,16,Missing Person,High,Reported missing person event details logged by staff,Spectator App,True,0.89,Maintenance Crew Red,10,114,Responding
927,2026-04-04T02:57:00,1,8,Crowd,High,Slow moving crowd blockages,Steward #1402,True,0.95,Maintenance Crew Red,6,67,Assigned
928,2026-04-08T04:04:00,1,11,Weather,Low,Reported weather event details logged by staff,Sensor Node AI,False,0.0,First Aid Squad A,21,65,Verified
929,2026-04-05T09:45:00,1,7,Medical,Low,Dehydration in stand,Spectator App,True,0.98,First Aid Squad A,16,48,Verified
930,2026-04-05T19:43:00,3,37,Facility,Low,Water pipe leak in washroom B,Steward #1402,True,0.91,Crowd Control Team 1,21,40,Verified
931,2026-04-05T23:48:00,1,6,Crowd,Low,Gate rush attempts,Spectator App,False,0.0,Guest Services Team,6,87,Responding
932,2026-04-01T14:28:00,2,27,Facility,Low,Water pipe leak in washroom B,CCTV Video Analytics,False,0.0,Crowd Control Team 1,9,46,Assigned
933,2026-04-06T00:25:00,1,3,Suspicious Activity,Low,Reported suspicious activity event details logged by staff,CCTV Video Analytics,True,0.9,First Aid Squad A,6,64,Monitoring
934,2026-04-03T01:39:00,2,24,Suspicious Activity,Low,Reported suspicious activity event details logged by staff,CCTV Video Analytics,True,0.8,Maintenance Crew Red,9,39,Responding
935,2026-04-06T18:24:00,3,37,Fire,Low,Trash bin smoldering,CCTV Video Analytics,True,0.85,Fire Dispatch,29,81,Verified
936,2026-04-03T06:44:00,3,32,Crowd,Medium,Congestion near turnstiles,Gate Supervisor,True,0.78,Security Patrol Beta,16,49,Closed
937,2026-04-03T09:44:00,1,16,Weather,Low,Reported weather event details logged by staff,Steward #1402,False,0.0,Guest Services Team,16,58,Reported
938,2026-04-08T05:18:00,2,23,Missing Person,High,Reported missing person event details logged by staff,Steward #1402,True,0.96,Security Patrol Beta,4,59,Closed
939,2026-04-02T05:20:00,1,7,Security,Low,Unauthorized restricted zone access,Spectator App,False,0.0,Crowd Control Team 1,26,70,Assigned
940,2026-04-04T02:04:00,2,23,Facility,Low,Floodlight panel flickering,Sensor Node AI,True,0.81,Guest Services Team,13,83,Resolved
941,2026-04-06T17:48:00,1,5,Crowd,Low,Slow moving crowd blockages,Spectator App,True,0.85,First Aid Squad A,30,66,Reported
942,2026-04-04T00:04:00,2,27,Crowd,Medium,Gate rush attempts,Sensor Node AI,True,0.74,Guest Services Team,14,69,Monitoring
943,2026-04-07T05:29:00,2,21,Ticket Fraud,Medium,Reported ticket fraud event details logged by staff,Steward #1402,False,0.0,Security Patrol Beta,24,74,Monitoring
944,2026-04-04T18:50:00,3,35,Crowd,High,Gate rush attempts,Gate Supervisor,False,0.0,Crowd Control Team 1,9,68,Reported
945,2026-04-08T03:44:00,3,38,Crowd,Low,Gate rush attempts,Sensor Node AI,True,0.71,First Aid Squad A,14,59,Reported
946,2026-04-02T16:18:00,2,25,Facility,Medium,Floodlight panel flickering,Sensor Node AI,True,0.81,First Aid Squad A,5,48,Resolved
