decision_id,title,category,severity,confidence,risk_score,evidence,predicted_impact,recommended_action,status,created_at
AI-DEC-108,AI Operational Optimization (WEATHER),weather,low,0.83,27,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,pending,2026-04-08T06:06:00
AI-DEC-109,Restricted Zone Entry Warning,security,low,0.83,40,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,executed,2026-04-07T12:44:00
AI-DEC-110,AI Operational Optimization (EMERGENCY),emergency,high,0.81,91,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,executed,2026-04-26T01:51:00
AI-DEC-111,AI Operational Optimization (WEATHER),weather,low,0.8,11,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,approved,2026-05-03T20:40:00
AI-DEC-112,Restricted Zone Entry Warning,security,low,0.86,39,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,rejected,2026-04-17T13:42:00
AI-DEC-113,AI Operational Optimization (EMERGENCY),emergency,medium,0.83,17,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,executed,2026-04-28T05:40:00
AI-DEC-114,AI Operational Optimization (FACILITY),facility,low,0.93,28,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,approved,2026-05-05T23:39:00
AI-DEC-115,Restricted Zone Entry Warning,security,low,0.96,39,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,pending,2026-04-27T09:34:00
AI-DEC-116,AI Operational Optimization (EMERGENCY),emergency,medium,0.76,11,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,executed,2026-04-07T05:28:00
AI-DEC-117,Restricted Zone Entry Warning,security,low,0.8,37,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,pending,2026-04-19T17:13:00
AI-DEC-118,AI Operational Optimization (WEATHER),weather,critical,0.87,68,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,rejected,2026-04-20T08:46:00
AI-DEC-119,AI Operational Optimization (FACILITY),facility,low,0.91,13,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,approved,2026-04-03T22:32:00
AI-DEC-120,AI Operational Optimization (EMERGENCY),emergency,low,0.82,26,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,pending,2026-04-13T14:59:00
AI-DEC-121,AI Operational Optimization (WEATHER),weather,medium,0.9,22,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,approved,2026-04-08T21:44:00
AI-DEC-122,Restricted Zone Entry Warning,security,low,0.83,32,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,executed,2026-04-02T16:28:00
AI-DEC-123,AI Operational Optimization (WEATHER),weather,low,0.93,25,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,pending,2026-04-03T14:50:00
AI-DEC-124,AI Operational Optimization (FACILITY),facility,medium,0.98,16,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,approved,2026-04-12T11:11:00
AI-DEC-125,Restricted Zone Entry Warning,security,high,0.93,67,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,executed,2026-04-11T09:21:00
AI-DEC-126,Gate B Congestion Re-routing,crowd,high,0.89,58,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,rejected,2026-04-22T20:46:00
AI-DEC-127,Gate B Congestion Re-routing,crowd,low,0.93,37,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,approved,2026-04-06T18:02:00
AI-DEC-128,AI Operational Optimization (FACILITY),facility,medium,0.94,39,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,pending,2026-04-23T03:09:00
AI-DEC-129,Gate B Congestion Re-routing,crowd,medium,0.77,24,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,approved,2026-04-08T19:25:00
AI-DEC-130,AI Operational Optimization (FACILITY),facility,medium,0.8,36,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,approved,2026-04-09T03:34:00
AI-DEC-131,Restricted Zone Entry Warning,security,critical,0.91,55,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,executed,2026-04-10T23:20:00
AI-DEC-132,AI Operational Optimization (EMERGENCY),emergency,medium,0.79,19,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,approved,2026-05-03T22:03:00
AI-DEC-133,Gate B Congestion Re-routing,crowd,low,0.88,16,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,pending,2026-04-22T07:25:00
AI-DEC-134,AI Operational Optimization (FACILITY),facility,medium,0.95,24,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,executed,2026-04-02T15:04:00
AI-DEC-135,Restricted Zone Entry Warning,security,medium,0.76,27,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,approved,2026-04-28T15:08:00
AI-DEC-136,Gate B Congestion Re-routing,crowd,low,0.82,25,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,executed,2026-04-16T08:39:00
AI-DEC-137,AI Operational Optimization (EMERGENCY),emergency,medium,0.76,19,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,executed,2026-05-05T11:56:00
AI-DEC-138,AI Operational Optimization (WEATHER),weather,high,0.97,79,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,rejected,2026-04-07T07:27:00
AI-DEC-139,AI Operational Optimization (EMERGENCY),emergency,low,0.94,29,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,pending,2026-04-14T11:55:00
AI-DEC-140,AI Operational Optimization (FACILITY),facility,low,0.75,38,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,rejected,2026-05-02T00:44:00
AI-DEC-141,Gate B Congestion Re-routing,crowd,medium,0.9,21,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,executed,2026-04-15T04:05:00
AI-DEC-142,Restricted Zone Entry Warning,security,high,0.87,48,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,approved,2026-05-03T04:27:00
