assignment_id,staff_id,shift_id,zone_id,task_description,status
454,1115,227,11,Perform Facilities duties in assigned zone area.,In Progress
455,737,186,33,Perform Administration duties in assigned zone area.,Completed
456,877,244,37,Perform Security duties in assigned zone area.,Completed
457,352,167,16,Perform Security duties in assigned zone area.,In Progress
458,1272,206,14,Perform Guest Services duties in assigned zone area.,Completed
459,38,102,10,Perform Medical duties in assigned zone area.,Completed
460,1307,128,37,Perform Medical duties in assigned zone area.,Scheduled
461,1259,188,5,Perform Security duties in assigned zone area.,Completed
462,96,201,5,Perform Crowd Control duties in assigned zone area.,In Progress
463,377,166,33,Perform Guest Services duties in assigned zone area.,In Progress
464,824,186,26,Perform Facilities duties in assigned zone area.,Completed
465,47,156,16,Perform Facilities duties in assigned zone area.,Completed
466,7,226,3,Perform Facilities duties in assigned zone area.,Completed
467,26,193,36,Perform Facilities duties in assigned zone area.,Completed
468,1310,192,35,Perform Medical duties in assigned zone area.,Completed
469,298,128,9,Perform Security duties in assigned zone area.,In Progress
470,1243,199,14,Perform Facilities duties in assigned zone area.,Completed
471,820,166,3,Perform Crowd Control duties in assigned zone area.,In Progress
472,794,127,40,Perform Medical duties in assigned zone area.,Scheduled
473,1387,243,5,Perform Administration duties in assigned zone area.,Scheduled
474,790,203,37,Perform Guest Services duties in assigned zone area.,In Progress
475,902,176,34,Perform Facilities duties in assigned zone area.,Scheduled
476,971,214,34,Perform Crowd Control duties in assigned zone area.,Completed
477,498,213,26,Perform Security duties in assigned zone area.,In Progress
478,1489,124,40,Perform Security duties in assigned zone area.,In Progress
479,1451,230,40,Perform Security duties in assigned zone area.,Completed
480,1142,206,6,Perform Medical duties in assigned zone area.,In Progress
481,172,229,3,Perform Security duties in assigned zone area.,In Progress
482,888,104,22,Perform Security duties in assigned zone area.,Scheduled
483,1401,248,8,Perform Medical duties in assigned zone area.,Completed
484,953,216,8,Perform Guest Services duties in assigned zone area.,Completed
485,432,152,28,Perform Medical duties in assigned zone area.,In Progress
486,95,122,1,Perform Medical duties in assigned zone area.,Completed
487,495,232,24,Perform Security duties in assigned zone area.,Absent
488,1292,140,34,Perform Guest Services duties in assigned zone area.,In Progress
489,1170,120,26,Perform Administration duties in assigned zone area.,In Progress
490,724,217,10,Perform Medical duties in assigned zone area.,Completed
491,1458,103,6,Perform Guest Services duties in assigned zone area.,Completed
492,1068,164,6,Perform Facilities duties in assigned zone area.,In Progress
493,1090,250,3,Perform Administration duties in assigned zone area.,In Progress
494,39,209,20,Perform Guest Services duties in assigned zone area.,Completed
495,698,170,4,Perform Medical duties in assigned zone area.,In Progress
496,284,235,10,Perform Crowd Control duties in assigned zone area.,Completed
497,411,124,2,Perform Security duties in assigned zone area.,In Progress
498,1168,145,9,Perform Crowd Control duties in assigned zone area.,In Progress
499,883,163,19,Perform Security duties in assigned zone area.,Completed
500,786,145,24,Perform Security duties in assigned zone area.,Completed
501,1417,112,32,Perform Security duties in assigned zone area.,Completed
502,590,141,36,Perform Facilities duties in assigned zone area.,In Progress
503,965,170,12,Perform Administration duties in assigned zone area.,In Progress
504,1259,248,31,Perform Security duties in assigned zone area.,Completed
505,253,132,7,Perform Facilities duties in assigned zone area.,Completed
506,1074,169,17,Perform Medical duties in assigned zone area.,In Progress
507,441,117,4,Perform Crowd Control duties in assigned zone area.,Completed
508,1290,201,33,Perform Crowd Control duties in assigned zone area.,Completed
509,79,145,21,Perform Administration duties in assigned zone area.,Completed
510,1281,213,11,Perform Guest Services duties in assigned zone area.,Completed
511,1382,205,15,Perform Facilities duties in assigned zone area.,In Progress
512,998,188,27,Perform Medical duties in assigned zone area.,Completed
513,431,154,6,Perform Administration duties in assigned zone area.,In Progress
514,1041,136,2,Perform Medical duties in assigned zone area.,Completed
515,36,179,11,Perform Medical duties in assigned zone area.,Completed
516,1116,249,34,Perform Crowd Control duties in assigned zone area.,Completed
517,1283,230,20,Perform Guest Services duties in assigned zone area.,In Progress
518,1478,173,18,Perform Facilities duties in assigned zone area.,In Progress
519,1286,102,15,Perform Administration duties in assigned zone area.,Completed
520,282,102,15,Perform Medical duties in assigned zone area.,Completed
521,1170,171,22,Perform Administration duties in assigned zone area.,Completed
522,207,183,8,Perform Crowd Control duties in assigned zone area.,Completed
523,1326,191,15,Perform Security duties in assigned zone area.,Completed
524,1023,114,24,Perform Medical duties in assigned zone area.,Completed
525,124,129,14,Perform Facilities duties in assigned zone area.,In Progress
526,927,107,10,Perform Administration duties in assigned zone area.,In Progress
527,1280,120,16,Perform Administration duties in assigned zone area.,In Progress
528,867,145,33,Perform Medical duties in assigned zone area.,Completed
529,759,137,34,Perform Crowd Control duties in assigned zone area.,Completed
530,1311,111,7,Perform Administration duties in assigned zone area.,In Progress
531,894,140,17,Perform Facilities duties in assigned zone area.,Absent
532,490,237,32,Perform Guest Services duties in assigned zone area.,Completed
533,153,151,7,Perform Administration duties in assigned zone area.,Completed
534,1350,240,37,Perform Administration duties in assigned zone area.,Completed
535,1202,135,28,Perform Administration duties in assigned zone area.,Completed
536,566,127,33,Perform Security duties in assigned zone area.,Completed
537,358,190,40,Perform Facilities duties in assigned zone area.,Completed
538,1024,160,16,Perform Security duties in assigned zone area.,In Progress
539,861,184,20,Perform Medical duties in assigned zone area.,Completed
540,792,152,38,Perform Medical duties in assigned zone area.,In Progress
541,1447,104,4,Perform Medical duties in assigned zone area.,Completed
542,225,133,22,Perform Medical duties in assigned zone area.,Completed
543,792,168,40,Perform Medical duties in assigned zone area.,In Progress
544,1387,168,6,Perform Administration duties in assigned zone area.,Completed
545,1040,151,34,Perform Guest Services duties in assigned zone area.,In Progress
546,805,212,12,Perform Administration duties in assigned zone area.,Completed
547,830,137,31,Perform Medical duties in assigned zone area.,In Progress
548,1073,210,20,Perform Guest Services duties in assigned zone area.,Absent
549,483,167,40,Perform Administration duties in assigned zone area.,Completed
550,526,117,37,Perform Facilities duties in assigned zone area.,Completed
551,317,173,15,Perform Administration duties in assigned zone area.,Completed
552,535,164,32,Perform Administration duties in assigned zone area.,Completed
553,1094,178,34,Perform Administration duties in assigned zone area.,Completed
554,294,247,5,Perform Facilities duties in assigned zone area.,In Progress
555,1072,122,11,Perform Guest Services duties in assigned zone area.,In Progress
556,1094,247,14,Perform Administration duties in assigned zone area.,Scheduled
557,350,153,29,Perform Administration duties in assigned zone area.,Completed
558,782,192,21,Perform Crowd Control duties in assigned zone area.,Completed
559,361,228,16,Perform Medical duties in assigned zone area.,In Progress
560,1447,132,7,Perform Medical duties in assigned zone area.,In Progress
561,314,125,33,Perform Security duties in assigned zone area.,In Progress
562,1059,213,2,Perform Medical duties in assigned zone area.,In Progress
563,190,156,19,Perform Security duties in assigned zone area.,Absent
564,1035,188,24,Perform Guest Services duties in assigned zone area.,Absent
565,1085,172,28,Perform Security duties in assigned zone area.,In Progress
566,419,121,40,Perform Crowd Control duties in assigned zone area.,Completed
567,434,171,14,Perform Crowd Control duties in assigned zone area.,In Progress
568,417,178,27,Perform Crowd Control duties in assigned zone area.,Completed
569,1461,228,3,Perform Crowd Control duties in assigned zone area.,Completed
570,649,153,4,Perform Security duties in assigned zone area.,Completed
571,867,108,19,Perform Medical duties in assigned zone area.,Completed
572,316,225,20,Perform Facilities duties in assigned zone area.,In Progress
573,802,119,40,Perform Security duties in assigned zone area.,Completed
574,1293,124,13,Perform Administration duties in assigned zone area.,Completed
575,1440,135,34,Perform Administration duties in assigned zone area.,In Progress
576,747,149,36,Perform Guest Services duties in assigned zone area.,Completed
577,818,189,5,Perform Facilities duties in assigned zone area.,Scheduled
578,249,104,9,Perform Administration duties in assigned zone area.,Completed
579,1463,246,36,Perform Facilities duties in assigned zone area.,In Progress
580,954,175,33,Perform Guest Services duties in assigned zone area.,In Progress
581,254,196,5,Perform Security duties in assigned zone area.,In Progress
582,604,236,6,Perform Crowd Control duties in assigned zone area.,In Progress
583,432,171,23,Perform Medical duties in assigned zone area.,Completed
584,265,184,13,Perform Administration duties in assigned zone area.,In Progress
585,1300,122,31,Perform Facilities duties in assigned zone area.,Scheduled
586,429,156,10,Perform Administration duties in assigned zone area.,In Progress
587,1226,124,6,Perform Crowd Control duties in assigned zone area.,Completed
588,1223,239,40,Perform Medical duties in assigned zone area.,Scheduled
589,741,212,36,Perform Security duties in assigned zone area.,Completed
590,552,223,11,Perform Crowd Control duties in assigned zone area.,In Progress
591,317,110,19,Perform Administration duties in assigned zone area.,Completed
592,716,159,17,Perform Guest Services duties in assigned zone area.,In Progress
593,302,235,8,Perform Security duties in assigned zone area.,Completed
594,1199,196,2,Perform Security duties in assigned zone area.,In Progress
595,1171,169,10,Perform Crowd Control duties in assigned zone area.,Completed
